map168
12
15
block,0,0,2
block,0,1,2
block,0,2,2
block,0,3,2
block,0,4,2
block,0,5,2
block,0,6,2
block,0,7,2
block,0,8,2
block,0,9,2
block,0,10,2
block,0,11,2
block,1,0,2
tile,1,1,0
tile,1,2,0
tile,1,3,0
tile,1,4,0
block,1,5,2
tile,1,6,0
tile,1,7,0
tile,1,8,0
tile,1,9,0
tile,1,10,0
block,1,11,2
block,2,0,2
block,2,1,1
tile,2,2,0
tile,2,3,0
tile,2,4,0
tile,2,5,0
tile,2,6,0
tile,2,7,0
tile,2,8,0
tile,2,9,0
block,2,10,2
block,2,11,2
block,3,0,2
tile,3,1,0
tile,3,2,0
tile,3,3,0
tile,3,4,0
block,3,5,3
block,3,6,3
tile,3,7,0
block,3,8,2
tile,3,9,0
block,3,10,2
block,3,11,2
block,4,0,2
tile,4,1,0
tile,4,2,0
tile,4,3,0
tile,4,4,0
tile,4,5,0
tile,4,6,0
tile,4,7,0
tile,4,8,0
block,4,9,3
block,4,10,3
block,4,11,2
block,5,0,2
tile,5,1,0
tile,5,2,0
block,5,3,1
tile,5,4,0
tile,5,5,0
tile,5,6,0
tile,5,7,0
tile,5,8,0
block,5,9,3
block,5,10,3
block,5,11,2
block,6,0,2
block,6,1,2
tile,6,2,0
tile,6,3,0
tile,6,4,0
tile,6,5,0
block,6,6,1
tile,6,7,0
block,6,8,1
tile,6,9,0
block,6,10,2
block,6,11,2
block,7,0,2
tile,7,1,0
tile,7,2,0
block,7,3,3
tile,7,4,0
block,7,5,3
block,7,6,3
block,7,7,3
tile,7,8,0
tile,7,9,0
tile,7,10,0
block,7,11,2
block,8,0,2
tile,8,1,0
tile,8,2,0
tile,8,3,0
tile,8,4,0
tile,8,5,0
tile,8,6,0
tile,8,7,0
tile,8,8,0
block,8,9,1
tile,8,10,0
block,8,11,2
block,9,0,2
block,9,1,3
tile,9,2,0
tile,9,3,0
block,9,4,2
tile,9,5,0
block,9,6,2
tile,9,7,0
block,9,8,3
block,9,9,3
tile,9,10,0
block,9,11,2
block,10,0,2
block,10,1,2
block,10,2,1
block,10,3,1
tile,10,4,0
tile,10,5,0
tile,10,6,0
tile,10,7,0
block,10,8,3
block,10,9,3
tile,10,10,0
block,10,11,2
block,11,0,2
block,11,1,2
block,11,2,1
block,11,3,1
block,11,4,3
block,11,5,3
tile,11,6,0
tile,11,7,0
block,11,8,3
block,11,9,3
tile,11,10,0
block,11,11,2
block,12,0,2
tile,12,1,0
block,12,2,1
block,12,3,1
block,12,4,3
block,12,5,3
tile,12,6,0
tile,12,7,0
tile,12,8,0
block,12,9,1
tile,12,10,0
block,12,11,2
block,13,0,2
block,13,1,2
tile,13,2,0
block,13,3,2
tile,13,4,0
tile,13,5,0
block,13,6,1
tile,13,7,0
block,13,8,2
block,13,9,1
tile,13,10,0
block,13,11,2
block,14,0,2
block,14,1,2
block,14,2,2
block,14,3,2
block,14,4,2
block,14,5,2
block,14,6,2
block,14,7,2
block,14,8,2
block,14,9,2
block,14,10,2
block,14,11,2
map_done,
num_guards,3
guard,1,6
guard,10,6
guard,2,4
assassin,6,3
