map417
17
12
block,0,0,2
block,0,1,2
block,0,2,2
block,0,3,2
block,0,4,2
block,0,5,2
block,0,6,2
block,0,7,2
block,0,8,2
block,0,9,2
block,0,10,2
block,0,11,2
block,0,12,2
block,0,13,2
block,0,14,2
block,0,15,2
block,0,16,2
block,1,0,2
block,1,1,1
block,1,2,1
block,1,3,1
block,1,4,2
block,1,5,3
block,1,6,3
block,1,7,3
block,1,8,3
block,1,9,2
tile,1,10,0
tile,1,11,0
block,1,12,3
block,1,13,3
block,1,14,2
tile,1,15,0
block,1,16,2
block,2,0,2
block,2,1,1
block,2,2,1
block,2,3,1
tile,2,4,0
block,2,5,1
tile,2,6,0
tile,2,7,0
tile,2,8,0
tile,2,9,0
tile,2,10,0
tile,2,11,0
block,2,12,3
block,2,13,3
tile,2,14,0
tile,2,15,0
block,2,16,2
block,3,0,2
block,3,1,1
block,3,2,2
block,3,3,2
block,3,4,2
block,3,5,3
tile,3,6,0
block,3,7,3
tile,3,8,0
tile,3,9,0
tile,3,10,0
block,3,11,1
tile,3,12,0
tile,3,13,0
tile,3,14,0
tile,3,15,0
block,3,16,2
block,4,0,2
tile,4,1,0
block,4,2,2
block,4,3,2
block,4,4,2
tile,4,5,0
tile,4,6,0
block,4,7,3
tile,4,8,0
tile,4,9,0
tile,4,10,0
block,4,11,2
block,4,12,2
block,4,13,2
block,4,14,3
block,4,15,1
block,4,16,2
block,5,0,2
block,5,1,1
block,5,2,1
block,5,3,1
block,5,4,3
tile,5,5,0
tile,5,6,0
tile,5,7,0
tile,5,8,0
tile,5,9,0
tile,5,10,0
block,5,11,2
block,5,12,2
block,5,13,2
block,5,14,2
tile,5,15,0
block,5,16,2
block,6,0,2
block,6,1,1
block,6,2,1
block,6,3,1
tile,6,4,0
block,6,5,1
block,6,6,2
block,6,7,3
block,6,8,3
tile,6,9,0
tile,6,10,0
block,6,11,2
block,6,12,2
block,6,13,2
block,6,14,2
block,6,15,1
block,6,16,2
block,7,0,2
block,7,1,1
block,7,2,1
block,7,3,1
tile,7,4,0
tile,7,5,0
tile,7,6,0
tile,7,7,0
block,7,8,1
tile,7,9,0
tile,7,10,0
tile,7,11,0
block,7,12,2
block,7,13,2
block,7,14,2
tile,7,15,0
block,7,16,2
block,8,0,2
tile,8,1,0
tile,8,2,0
tile,8,3,0
tile,8,4,0
tile,8,5,0
tile,8,6,0
tile,8,7,0
block,8,8,1
tile,8,9,0
block,8,10,2
tile,8,11,0
block,8,12,1
block,8,13,1
tile,8,14,0
tile,8,15,0
block,8,16,2
block,9,0,2
tile,9,1,0
tile,9,2,0
tile,9,3,0
tile,9,4,0
tile,9,5,0
tile,9,6,0
tile,9,7,0
tile,9,8,0
tile,9,9,0
tile,9,10,0
tile,9,11,0
block,9,12,1
block,9,13,1
tile,9,14,0
tile,9,15,0
block,9,16,2
block,10,0,2
block,10,1,1
tile,10,2,0
tile,10,3,0
tile,10,4,0
tile,10,5,0
tile,10,6,0
block,10,7,3
block,10,8,1
tile,10,9,0
tile,10,10,0
tile,10,11,0
tile,10,12,0
tile,10,13,0
tile,10,14,0
tile,10,15,0
block,10,16,2
block,11,0,2
block,11,1,2
block,11,2,2
block,11,3,2
block,11,4,2
block,11,5,2
block,11,6,2
block,11,7,2
block,11,8,2
block,11,9,2
block,11,10,2
block,11,11,2
block,11,12,2
block,11,13,2
block,11,14,2
block,11,15,2
block,11,16,2
map_done,
num_guards,3
guard,2,9
guard,8,11
guard,2,15
assassin,7,6
