big
150
150
block,0,0,1
block,0,1,1
block,0,2,1
block,0,3,1
block,0,4,1
block,0,5,1
block,0,6,1
block,0,7,1
block,0,8,1
block,0,9,1
block,0,10,1
block,0,11,1
block,0,12,1
block,0,13,1
block,0,14,1
block,0,15,1
block,0,16,1
block,0,17,1
block,0,18,1
block,0,19,1
block,0,20,1
block,0,21,1
block,0,22,1
block,0,23,1
block,0,24,1
block,0,25,1
block,0,26,1
block,0,27,1
block,0,28,1
block,0,29,1
block,0,30,1
block,0,31,1
block,0,32,1
block,0,33,1
block,0,34,1
block,0,35,1
block,0,36,1
block,0,37,1
block,0,38,1
block,0,39,1
block,0,40,1
block,0,41,1
block,0,42,1
block,0,43,1
block,0,44,1
block,0,45,1
block,0,46,1
block,0,47,1
block,0,48,1
block,0,49,1
block,0,50,1
block,0,51,1
block,0,52,1
block,0,53,1
block,0,54,1
block,0,55,1
block,0,56,1
block,0,57,1
block,0,58,1
block,0,59,1
block,0,60,1
block,0,61,1
block,0,62,1
block,0,63,1
block,0,64,1
block,0,65,1
block,0,66,1
block,0,67,1
block,0,68,1
block,0,69,1
block,0,70,1
block,0,71,1
block,0,72,1
block,0,73,1
block,0,74,1
block,0,75,1
block,0,76,1
block,0,77,1
block,0,78,1
block,0,79,1
block,0,80,1
block,0,81,1
block,0,82,1
block,0,83,1
block,0,84,1
block,0,85,1
block,0,86,1
block,0,87,1
block,0,88,1
block,0,89,1
block,0,90,1
block,0,91,1
block,0,92,1
block,0,93,1
block,0,94,1
block,0,95,1
block,0,96,1
block,0,97,1
block,0,98,1
block,0,99,1
block,0,100,1
block,0,101,1
block,0,102,1
block,0,103,1
block,0,104,1
block,0,105,1
block,0,106,1
block,0,107,1
block,0,108,1
block,0,109,1
block,0,110,1
block,0,111,1
block,0,112,1
block,0,113,1
block,0,114,1
block,0,115,1
block,0,116,1
block,0,117,1
block,0,118,1
block,0,119,1
block,0,120,1
block,0,121,1
block,0,122,1
block,0,123,1
block,0,124,1
block,0,125,1
block,0,126,1
block,0,127,1
block,0,128,1
block,0,129,1
block,0,130,1
block,0,131,1
block,0,132,1
block,0,133,1
block,0,134,1
block,0,135,1
block,0,136,1
block,0,137,1
block,0,138,1
block,0,139,1
block,0,140,1
block,0,141,1
block,0,142,1
block,0,143,1
block,0,144,1
block,0,145,1
block,0,146,1
block,0,147,1
block,0,148,1
block,0,149,1
block,1,0,1
block,1,1,2
tile,1,2,0
tile,1,3,0
tile,1,4,0
tile,1,5,0
tile,1,6,0
tile,1,7,0
tile,1,8,0
tile,1,9,0
block,1,10,1
tile,1,11,0
tile,1,12,0
tile,1,13,0
tile,1,14,0
block,1,15,3
tile,1,16,0
tile,1,17,0
block,1,18,1
tile,1,19,0
block,1,20,1
tile,1,21,0
tile,1,22,0
tile,1,23,0
tile,1,24,0
tile,1,25,0
tile,1,26,0
tile,1,27,0
tile,1,28,0
tile,1,29,0
tile,1,30,0
tile,1,31,0
tile,1,32,0
block,1,33,3
tile,1,34,0
tile,1,35,0
tile,1,36,0
tile,1,37,0
tile,1,38,0
tile,1,39,0
tile,1,40,0
tile,1,41,0
tile,1,42,0
tile,1,43,0
tile,1,44,0
tile,1,45,0
tile,1,46,0
tile,1,47,0
tile,1,48,0
tile,1,49,0
tile,1,50,0
tile,1,51,0
tile,1,52,0
block,1,53,3
tile,1,54,0
tile,1,55,0
tile,1,56,0
tile,1,57,0
tile,1,58,0
block,1,59,2
tile,1,60,0
tile,1,61,0
tile,1,62,0
tile,1,63,0
block,1,64,3
block,1,65,1
tile,1,66,0
tile,1,67,0
tile,1,68,0
tile,1,69,0
tile,1,70,0
tile,1,71,0
tile,1,72,0
tile,1,73,0
tile,1,74,0
tile,1,75,0
tile,1,76,0
tile,1,77,0
tile,1,78,0
tile,1,79,0
tile,1,80,0
tile,1,81,0
tile,1,82,0
tile,1,83,0
tile,1,84,0
block,1,85,1
tile,1,86,0
tile,1,87,0
tile,1,88,0
tile,1,89,0
block,1,90,2
tile,1,91,0
tile,1,92,0
block,1,93,3
block,1,94,1
tile,1,95,0
tile,1,96,0
tile,1,97,0
block,1,98,1
tile,1,99,0
block,1,100,2
tile,1,101,0
tile,1,102,0
tile,1,103,0
tile,1,104,0
tile,1,105,0
tile,1,106,0
tile,1,107,0
tile,1,108,0
tile,1,109,0
block,1,110,1
tile,1,111,0
tile,1,112,0
tile,1,113,0
tile,1,114,0
tile,1,115,0
tile,1,116,0
block,1,117,1
tile,1,118,0
tile,1,119,0
tile,1,120,0
tile,1,121,0
tile,1,122,0
tile,1,123,0
tile,1,124,0
block,1,125,3
tile,1,126,0
tile,1,127,0
tile,1,128,0
tile,1,129,0
tile,1,130,0
tile,1,131,0
tile,1,132,0
tile,1,133,0
tile,1,134,0
tile,1,135,0
block,1,136,3
tile,1,137,0
