emily
26
26
block,0,0,1
block,0,1,1
block,0,2,1
block,0,3,1
block,0,4,1
block,0,5,1
block,0,6,1
block,0,7,1
block,0,8,1
block,0,9,1
block,0,10,1
block,0,11,1
block,0,12,1
block,0,13,1
block,0,14,1
block,0,15,1
block,0,16,1
block,0,17,1
block,0,18,1
block,0,19,1
block,0,20,1
block,0,21,1
block,0,22,1
block,0,23,1
block,0,24,1
block,0,25,1
block,1,0,1
block,1,1,3
tile,1,2,0
tile,1,3,0
tile,1,4,0
tile,1,5,0
tile,1,6,0
block,1,7,2
tile,1,8,0
tile,1,9,0
tile,1,10,0
tile,1,11,0
block,1,12,2
tile,1,13,0
tile,1,14,0
tile,1,15,0
block,1,16,2
tile,1,17,0
tile,1,18,0
tile,1,19,0
tile,1,20,0
tile,1,21,0
tile,1,22,0
tile,1,23,0
block,1,24,1
block,1,25,1
block,2,0,1
tile,2,1,0
tile,2,2,0
block,2,3,2
block,2,4,3
block,2,5,3
tile,2,6,0
tile,2,7,0
tile,2,8,0
block,2,9,3
block,2,10,2
tile,2,11,0
block,2,12,3
tile,2,13,0
tile,2,14,0
block,2,15,1
tile,2,16,0
block,2,17,3
block,2,18,1
tile,2,19,0
tile,2,20,0
tile,2,21,0
tile,2,22,0
tile,2,23,0
tile,2,24,0
block,2,25,1
block,3,0,1
block,3,1,2
tile,3,2,0
tile,3,3,0
tile,3,4,0
tile,3,5,0
tile,3,6,0
tile,3,7,0
block,3,8,2
tile,3,9,0
tile,3,10,0
tile,3,11,0
tile,3,12,0
tile,3,13,0
tile,3,14,0
block,3,15,1
tile,3,16,0
tile,3,17,0
tile,3,18,0
tile,3,19,0
tile,3,20,0
tile,3,21,0
tile,3,22,0
tile,3,23,0
tile,3,24,0
block,3,25,1
block,4,0,1
tile,4,1,0
tile,4,2,0
tile,4,3,0
block,4,4,2
tile,4,5,0
tile,4,6,0
tile,4,7,0
tile,4,8,0
tile,4,9,0
block,4,10,2
tile,4,11,0
tile,4,12,0
tile,4,13,0
tile,4,14,0
tile,4,15,0
tile,4,16,0
tile,4,17,0
tile,4,18,0
tile,4,19,0
block,4,20,1
block,4,21,3
block,4,22,1
tile,4,23,0
tile,4,24,0
block,4,25,1
block,5,0,1
tile,5,1,0
tile,5,2,0
tile,5,3,0
tile,5,4,0
tile,5,5,0
tile,5,6,0
block,5,7,2
block,5,8,1
tile,5,9,0
tile,5,10,0
block,5,11,2
tile,5,12,0
block,5,13,2
tile,5,14,0
tile,5,15,0
tile,5,16,0
tile,5,17,0
tile,5,18,0
tile,5,19,0
tile,5,20,0
tile,5,21,0
tile,5,22,0
block,5,23,2
block,5,24,2
block,5,25,1
block,6,0,1
tile,6,1,0
block,6,2,1
tile,6,3,0
block,6,4,1
tile,6,5,0
tile,6,6,0
tile,6,7,0
block,6,8,1
tile,6,9,0
block,6,10,2
tile,6,11,0
tile,6,12,0
block,6,13,2
block,6,14,3
tile,6,15,0
block,6,16,3
tile,6,17,0
tile,6,18,0
tile,6,19,0
tile,6,20,0
block,6,21,1
block,6,22,3
tile,6,23,0
tile,6,24,0
block,6,25,1
block,7,0,1
tile,7,1,0
tile,7,2,0
block,7,3,2
block,7,4,2
tile,7,5,0
tile,7,6,0
tile,7,7,0
tile,7,8,0
tile,7,9,0
block,7,10,2
tile,7,11,0
tile,7,12,0
tile,7,13,0
tile,7,14,0
tile,7,15,0
block,7,16,1
tile,7,17,0
tile,7,18,0
tile,7,19,0
tile,7,20,0
tile,7,21,0
tile,7,22,0
block,7,23,1
tile,7,24,0
block,7,25,1
block,8,0,1
tile,8,1,0
tile,8,2,0
block,8,3,2
tile,8,4,0
block,8,5,1
tile,8,6,0
tile,8,7,0
tile,8,8,0
tile,8,9,0
tile,8,10,0
tile,8,11,0
tile,8,12,0
tile,8,13,0
tile,8,14,0
tile,8,15,0
tile,8,16,0
block,8,17,2
tile,8,18,0
block,8,19,2
block,8,20,3
tile,8,21,0
tile,8,22,0
tile,8,23,0
tile,8,24,0
block,8,25,1
block,9,0,1
tile,9,1,0
tile,9,2,0
tile,9,3,0
block,9,4,2
tile,9,5,0
tile,9,6,0
tile,9,7,0
tile,9,8,0
tile,9,9,0
tile,9,10,0
tile,9,11,0
tile,9,12,0
tile,9,13,0
tile,9,14,0
tile,9,15,0
tile,9,16,0
tile,9,17,0
tile,9,18,0
tile,9,19,0
block,9,20,1
tile,9,21,0
tile,9,22,0
tile,9,23,0
tile,9,24,0
block,9,25,1
block,10,0,1
tile,10,1,0
block,10,2,3
tile,10,3,0
tile,10,4,0
block,10,5,2
block,10,6,2
tile,10,7,0
tile,10,8,0
tile,10,9,0
block,10,10,3
block,10,11,1
tile,10,12,0
tile,10,13,0
tile,10,14,0
tile,10,15,0
tile,10,16,0
tile,10,17,0
tile,10,18,0
tile,10,19,0
