map11
20
20
0,0,0
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,3
0,18,0
0,19,0
1,0,0
1,1,0
1,2,0
1,3,0
1,4,2
1,5,0
1,6,0
1,7,3
1,8,0
1,9,0
1,10,0
1,11,0
1,12,0
1,13,2
1,14,0
1,15,0
1,16,0
1,17,0
1,18,0
1,19,0
2,0,1
2,1,2
2,2,0
2,3,0
2,4,0
2,5,0
2,6,3
2,7,0
2,8,0
2,9,0
2,10,0
2,11,0
2,12,3
2,13,0
2,14,0
2,15,0
2,16,2
2,17,0
2,18,0
2,19,0
3,0,1
3,1,0
3,2,2
3,3,0
3,4,0
3,5,0
3,6,0
3,7,0
3,8,0
3,9,1
3,10,0
3,11,3
3,12,2
3,13,2
3,14,0
3,15,1
3,16,0
3,17,0
3,18,0
3,19,0
4,0,0
4,1,0
4,2,0
4,3,0
4,4,1
4,5,0
4,6,0
4,7,0
4,8,3
4,9,0
4,10,0
4,11,0
4,12,0
4,13,0
4,14,3
4,15,0
4,16,0
4,17,0
4,18,0
4,19,0
5,0,2
5,1,1
5,2,1
5,3,0
5,4,0
5,5,0
5,6,0
5,7,0
5,8,0
5,9,0
5,10,0
5,11,1
5,12,0
5,13,0
5,14,0
5,15,0
5,16,1
5,17,2
5,18,3
5,19,2
6,0,0
6,1,0
6,2,0
6,3,0
6,4,0
6,5,1
6,6,0
6,7,0
6,8,0
6,9,0
6,10,0
6,11,0
6,12,0
6,13,0
6,14,0
6,15,1
6,16,0
6,17,1
6,18,0
6,19,0
7,0,0
7,1,0
7,2,0
7,3,1
7,4,0
7,5,0
7,6,0
7,7,0
7,8,0
7,9,3
7,10,0
7,11,0
7,12,0
7,13,3
7,14,0
7,15,0
7,16,0
7,17,0
7,18,0
7,19,0
8,0,0
8,1,3
8,2,3
8,3,0
8,4,0
8,5,2
8,6,0
8,7,0
8,8,0
8,9,1
8,10,0
8,11,0
8,12,0
8,13,3
8,14,2
8,15,0
8,16,0
8,17,1
8,18,0
8,19,0
9,0,0
9,1,2
9,2,0
9,3,0
9,4,0
9,5,0
9,6,0
9,7,0
9,8,0
9,9,0
9,10,1
9,11,0
9,12,0
9,13,2
9,14,0
9,15,0
9,16,2
9,17,0
9,18,0
9,19,2
10,0,0
10,1,0
10,2,0
10,3,0
10,4,3
10,5,1
10,6,0
10,7,0
10,8,0
10,9,0
10,10,3
10,11,0
10,12,3
10,13,0
10,14,0
10,15,0
10,16,0
10,17,0
10,18,1
10,19,0
11,0,2
11,1,1
11,2,0
11,3,0
11,4,3
11,5,0
11,6,1
11,7,0
11,8,2
11,9,3
11,10,3
11,11,1
11,12,0
11,13,0
11,14,0
11,15,2
11,16,0
11,17,3
11,18,0
11,19,0
12,0,0
12,1,0
12,2,0
12,3,1
12,4,0
12,5,3
12,6,0
12,7,2
12,8,0
12,9,0
12,10,0
12,11,0
12,12,0
12,13,0
12,14,3
12,15,0
12,16,0
12,17,0
12,18,3
12,19,0
13,0,0
13,1,0
13,2,0
13,3,0
13,4,0
13,5,1
13,6,2
13,7,0
13,8,0
13,9,0
13,10,2
13,11,0
13,12,0
13,13,0
13,14,0
13,15,0
13,16,0
13,17,0
13,18,0
13,19,0
14,0,0
14,1,0
14,2,0
14,3,3
14,4,0
14,5,0
14,6,0
14,7,0
14,8,1
14,9,0
14,10,0
14,11,0
14,12,0
14,13,0
14,14,2
14,15,0
14,16,0
14,17,2
14,18,0
14,19,1
15,0,0
15,1,0
15,2,0
15,3,0
15,4,0
15,5,1
15,6,3
15,7,0
15,8,3
15,9,0
15,10,0
15,11,0
15,12,0
15,13,0
15,14,0
15,15,2
15,16,3
15,17,3
15,18,1
15,19,0
16,0,0
16,1,0
16,2,0
16,3,0
16,4,1
16,5,3
16,6,0
16,7,0
16,8,0
16,9,0
16,10,0
16,11,0
16,12,1
16,13,2
16,14,0
16,15,3
16,16,0
16,17,0
16,18,0
16,19,0
17,0,2
17,1,0
17,2,0
17,3,0
17,4,3
17,5,1
17,6,0
17,7,0
17,8,0
17,9,3
17,10,0
17,11,0
17,12,0
17,13,0
17,14,0
17,15,0
17,16,0
17,17,0
17,18,0
17,19,0
18,0,1
18,1,0
18,2,0
18,3,0
18,4,0
18,5,0
18,6,0
18,7,0
18,8,0
18,9,0
18,10,0
18,11,0
18,12,2
18,13,0
18,14,3
18,15,0
18,16,0
18,17,0
18,18,1
18,19,2
19,0,0
19,1,0
19,2,0
19,3,0
19,4,0
19,5,3
19,6,0
19,7,0
19,8,0
19,9,0
19,10,0
19,11,0
19,12,3
19,13,0
19,14,0
19,15,0
19,16,1
19,17,0
19,18,0
19,19,0
